674,2,5
864,5,21
45,21,27
113,27,30
491,31,42
657,42,44
491,44,56
109,56,72
467,72,107
160,120,128
339,128,133
900,139,141
998,141,160
655,160,196
533,196,201
400,201,206
676,206,212
853,212,225
904,232,282
387,282,283
904,283,288
187,288,298
190,299,308
547,308,357
111,372,376
250,376,378
386,378,379
250,379,390
844,390,397
452,407,431
281,454,459
663,459,492
470,506,526
508,526,544
926,556,558
531,558,581
147,581,601
265,601,608
318,635,687
571,702,740
162,742,762
825,762,776
403,787,808
183,811,814
890,814,815
183,815,839
709,839,858
373,860,903
569,903,911
616,917,920
179,920,941
459,945,950
562,950,963
965,987,1012
213,1012,1023
276,1023,1027
213,1027,1059
217,1062,1063
20,1068,1104
473,1104,1123
787,1123,1158
875,1158,1164
461,1165,1177
253,1177,1179
1,1179,1180
253,1180,1216
703,1216,1235
893,1244,1291
762,1297,1298
430,1298,1300
923,1300,1347
231,1365,1384
928,1384,1408
91,1409,1419
108,1419,1423
268,1423,1432
16,1435,1436
774,1436,1466
784,1466,1471
618,1477,1498
915,1498,1503
630,1503,1505
26,1516,1532
524,1532,1534
26,1534,1548
838,1548,1551
932,1551,1560
930,1563,1589
781,1589,1600
891,1610,1636
52,1639,1642
455,1642,1686
272,1696,1716
519,1718,1724
443,1724,1748
156,1748,1762
283,1762,1767
239,1767,1771
283,1771,1780
602,1780,1785
432,1795,1877
919,1879,1906
895,1906,1917
836,1917,1922
317,1923,1940
168,1941,1942
636,1942,1971
242,1983,1985
384,1985,1987
417,1999,2039
802,2042,2069
466,2069,2083
260,2122,2141
910,2141,2147
260,2147,2158
3,2158,2161
810,2161,2171
448,2171,2214
303,2214,2218
77,2218,2219
971,2219,2241
935,2241,2311
177,2311,2316
730,2319,2322
490,2322,2331
209,2331,2332
490,2333,2382
948,2428,2451
305,2451,2453
593,2453,2467
90,2486,2510
691,2510,2538
139,2538,2551
173,2551,2557
286,2557,2564
693,2565,2571
233,2571,2601
192,2601,2605
140,2605,2617
249,2623,2624
845,2624,2638
347,2658,2689
449,2689,2740
834,2740,2760
897,2761,2783
271,2783,2831
463,2834,2840
881,2840,2849
13,2854,2864
395,2864,2882
261,2887,2893
31,2893,2938
506,2960,2986
530,2993,3001
521,3001,3016
383,3016,3026
65,3027,3063
833,3083,3085
606,3085,3088
833,3088,3104
193,3104,3115
527,3115,3120
782,3120,3131
33,3131,3139
277,3161,3174
496,3174,3193
54,3193,3195
560,3195,3217
938,3262,3278
536,3278,3290
964,3290,3320
75,3329,3330
984,3330,3337
216,3337,3352
450,3387,3424
389,3424,3436
975,3436,3445
266,3445,3460
622,3460,3476
408,3476,3478
514,3478,3481
408,3481,3512
573,3512,3525
248,3525,3542
291,3554,3589
7,3589,3611
385,3611,3627
768,3627,3638
808,3638,3655
355,3672,3678
696,3678,3688
442,3695,3705
22,3705,3760
441,3760,3821
981,3821,3860
411,3860,3863
982,3879,3883
903,3883,3886
316,3894,3909
993,3909,3941
428,3941,3953
221,3958,3965
280,3965,3981
735,3986,4004
925,4006,4008
97,4008,4020
816,4020,4028
840,4028,4065
298,4083,4097
207,4097,4142
717,4150,4175
541,4175,4198
492,4198,4208
859,4208,4216
813,4216,4230
763,4230,4235
902,4242,4258
96,4258,4269
398,4282,4291
775,4291,4300
740,4301,4333
711,4333,4335
740,4335,4349
837,4349,4350
178,4350,4374
440,4377,4392
301,4398,4406
832,4406,4420
296,4420,4428
832,4428,4472
333,4488,4492
793,4492,4545
645,4545,4549
797,4549,4551
580,4551,4595
211,4595,4642
72,4649,4701
673,4701,4728
963,4728,4731
673,4731,4741
786,4741,4749
324,4799,4805
803,4805,4806
558,4806,4821
594,4823,4855
434,4855,4857
436,4857,4858
594,4858,4860
436,4860,4867
143,4867,4884
98,4897,4924
949,4924,4935
851,4935,4946
314,4946,4965
857,4965,4980
773,4980,5001
124,5001,5012
391,5012,5039
517,5039,5043
828,5043,5062
728,5067,5096
581,5096,5130
100,5139,5152
986,5152,5156
379,5156,5187
599,5191,5225
76,5249,5268
259,5268,5272
862,5275,5307
846,5307,5312
646,5324,5333
914,5333,5339
646,5339,5346
414,5346,5364
103,5381,5410
826,5410,5413
587,5413,5422
515,5438,5447
50,5447,5461
169,5473,5496
352,5496,5503
289,5511,5515
755,5515,5536
831,5537,5549
377,5549,5557
665,5557,5568
601,5568,5600
55,5600,5609
601,5609,5623
290,5673,5687
820,5687,5697
916,5697,5728
486,5741,5742
752,5742,5747
670,5747,5762
361,5768,5775
865,5775,5784
538,5784,5810
827,5810,5832
21,5834,5877
210,5879,5881
288,5881,5887
210,5887,5914
682,5919,5924
821,5924,5937
629,5937,5941
478,5941,5958
354,5963,6030
362,6030,6088
468,6105,6108
208,6108,6119
135,6119,6125
79,6133,6140
922,6140,6167
83,6174,6204
542,6204,6255
479,6255,6258
255,6258,6265
688,6265,6287
744,6292,6293
29,6293,6322
671,6322,6332
967,6335,6340
578,6340,6350
936,6375,6382
388,6382,6398
341,6404,6405
43,6405,6406
32,6406,6425
15,6429,6440
743,6441,6481
585,6481,6497
107,6535,6564
512,6564,6581
370,6595,6617
142,6617,6626
194,6630,6668
120,6668,6673
520,6673,6680
457,6681,6692
847,6692,6705
615,6705,6724
672,6725,6731
613,6731,6748
348,6748,6753
877,6769,6784
358,6790,6795
574,6795,6813
439,6813,6837
117,6847,6865
995,6865,6875
778,6875,6900
509,6900,6948
801,6953,6956
719,6956,6979
736,6988,7003
789,7003,7017
561,7017,7024
937,7024,7048
817,7048,7079
583,7090,7112
372,7112,7137
974,7137,7140
372,7140,7154
154,7154,7163
460,7163,7170
997,7170,7194
690,7207,7215
429,7215,7217
690,7217,7234
477,7234,7284
934,7286,7287
554,7287,7293
990,7293,7294
554,7294,7302
888,7302,7305
879,7305,7324
344,7326,7327
25,7327,7343
584,7343,7354
867,7354,7366
5,7367,7370
609,7382,7391
710,7391,7395
609,7395,7396
854,7396,7412
654,7412,7441
167,7445,7454
819,7454,7477
157,7477,7496
151,7508,7512
171,7512,7530
150,7552,7570
973,7570,7571
150,7571,7614
575,7639,7643
488,7651,7658
783,7659,7664
480,7664,7679
866,7679,7688
824,7703,7755
545,7762,7781
35,7781,7798
273,7801,7807
6,7807,7827
835,7829,7854
532,7854,7859
835,7859,7869
278,7876,7914
603,7914,7936
366,7940,7973
510,7973,8033
101,8033,8054
203,8065,8094
252,8103,8106
741,8106,8151
232,8156,8189
553,8189,8191
592,8195,8243
642,8246,8248
404,8248,8250
497,8250,8279
334,8279,8286
863,8293,8328
989,8328,8334
294,8336,8381
878,8387,8402
328,8408,8448
137,8448,8458
86,8474,8476
639,8476,8478
86,8478,8481
794,8481,8505
34,8505,8518
947,8518,8528
245,8558,8567
754,8568,8569
799,8569,8587
367,8592,8597
399,8597,8622
954,8622,8628
790,8628,8645
942,8645,8646
823,8646,8652
332,8652,8670
39,8672,8674
649,8674,8675
267,8675,8687
182,8687,8698
549,8711,8725
424,8774,8797
702,8797,8828
300,8828,8865
503,8865,8901
627,8916,8942
409,8942,8946
407,8946,8948
104,8948,8962
771,8967,8998
505,8998,9012
23,9017,9041
238,9041,9061
200,9063,9069
761,9069,9084
350,9087,9095
310,9095,9100
456,9100,9137
745,9146,9147
368,9147,9166
753,9170,9173
410,9173,9178
843,9178,9191
38,9191,9197
73,9197,9208
343,9208,9211
73,9211,9233
371,9233,9236
329,9236,9260
504,9270,9280
469,9280,9289
392,9289,9333
705,9339,9351
212,9351,9366
798,9368,9378
704,9378,9379
767,9379,9403
413,9403,9419
95,9442,9455
896,9463,9510
419,9510,9524
115,9524,9530
51,9530,9532
952,9532,9539
632,9542,9552
715,9552,9556
632,9556,9557
30,9565,9591
262,9591,9600
598,9600,9603
262,9603,9628
873,9628,9640
811,9640,9642
742,9643,9661
257,9661,9714
700,9714,9715
894,9737,9776
70,9778,9781
206,9781,9797
359,9810,9814
765,9814,9817
359,9817,9839
830,9857,9860
59,9860,9863
123,9863,9881
36,9881,9888
12,9888,9931
18,9934,9942
563,9942,9966
201,9969,9978
604,9978,10004
795,10004,10026
